"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日"
"1021928","1","0","ベンチャー","","1","","","","3","0","経営企画・事業企画","","04","01","マーケティング・広報・IR","マーケティング","04","01","マーケティング・広報・IR","マーケティング","株式会社walkntalk","事業企画・マーケティング","国内外の企業（ファンド、コンサル、新規事業のためのリサーチに熱心な事業会社）への営業/提携戦略と、ビジネスナレッジ豊かな個人アドバイザーの登録数を増やすサービス企画・マーケティング戦略をボードメンバーと共に試行錯誤しながら実行していけるメンバーを募集。※個人の持つビジネスナレッジを、企業がもっと自由に活用できるように。 個人は組織を超えて、もっと自由に活躍できるように。業界知識やハウツーを求める企業と、知識経験が豊富なビジネスパーソンの会議を1時間単位でマッチングする「ビザスク」は、欧米の金融/コンサル業界で一般的なexpertnetworkサービスを参考に、日本人のビジネスナレッジを世界に届けるサービスを目指しています。","事業企画/営業企画/マーケティングの経験者。インターネットリテラシー。word/excel/powerpointなどの基本的なスキルが十分ある方。プレゼンテーション、コミュニケーションスキルの高い方。","自走力の高い方。営業、事業開発経験者歓迎。","スタンダードレベル","","チームプレイヤー、自立した方","コンサルティング、事業企画、マーケティング経験","東京都","新宿区","","","大卒以上","28","33","450","600","事業拡大に伴う増員","1005148","インターネット","ビジネス知識のクラウドソーシングサービス「ビザスク（http://visasq.com）」の企画運営。業界業務に詳しい個人との電話/対面会議を企業につなぐビジネス知識のクラウドソーシングを提供。フルタイムでも派遣でも業務委託でもない、IT系技術のクラウドソーシングでもない、新しいビジネスナレッジの活用方法です。その他、経営/人材育成に関するコンサルティング及びセミナーの企画運営。","ビザスクは、社外の知見を求める企業や個人と、業界・業務の経験豊富なビジネスパーソンをマッチングするWebサービス。欧米では、事業会社やファンド、コンサルティング会社等の一次調査（primaryresearch）の手段として、社外の知見者への一時間程度の電話/対面インタビューが広く行なわれており、数十万人のビジネスパーソン（企業に属する経営者や従業員、個人事業主、コンサルタントなど）がexpertとして活躍しています。同社は、組織を超えて知見が活用され企業にも個人にも機会が広がる、日本発のexpertnetworkを目指しています。その他実績：経済産業省「平成25年度「多様な「人活」支援サービス創出事業」採択。<BR>代表取締役社長、端羽英子氏：東京大学経済学部卒業後、ゴールドマン・サックス証券投資銀行部門にて企業ファイナンス、日本ロレアルにて化粧品ブランドのヘレナルビンスタインの予算立案・管理を経験し、MITにてMBAを取得。ユニゾン・キャピタルにて、企業投資を5年間行った後、同社設立。<BR>【インタビュー】：http://kandc.com/turning-point/v003/","2012","3","7360","4","東京都","新宿区西新宿2&#8722;6&#8722;1　新宿住友ビル25階StartupBaseCamp","個人の持つビジネスナレッジを、企業がもっと自由に活用できるように。個人は組織を超えて、もっと自由に活躍できるように。そんな社会を実現していく組織です。","松尾","2014/05/16 8:49:04"
