"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日"
"1017413","1","0","","","","上場","","","08","02","営業","IT系営業","","","","","","","","","新日鉄住金ソリューションズ株式会社","金融ソリューション営業（メガバンク向け）","メガバンク担当のアカウントセールス。部下1～2名を持つプレイングマネージャーとして、個人およびチームの予算達成、メンバーの育成などを推進。メガバンクのグローバルビジネス推進に伴う案件をお任せします。情報系ソリューション(リスク管理・勘定系・DWH/DB・融資等)、市場系ソリューション(ディーリング・デリバティブ・M&A・証券化等)、基盤系ソリューションなど幅広いサービスを担当。各国の複雑化する金融規制に対応したシステム開発のニーズを吸い上げ、現地対応していたものを含め全て東京で集約。東京を拠点にし、上海・タイ・シンガポール・NY・ロンドンなどの現地ニーズへの対応とあわせて、新しいグローバルビジネスの仕組み作りや仕掛けを担当いただきます。技術力の高さ・ユーザー目線など、ベンダーなど各社のエース級が集まる当該メガバンク内での信頼が厚く、各ベンダーを超えたパートナー的存在としてプレゼンスも高い。","IT業界において金融機関向けのアカウントセールス担当者経験。担当顧客と幅広くリレーションを構築し、様々な顧客ニーズを把握したうえで提案する“提案型営業”スキル。対顧客、対社内のコミュニケーション・調整能力。ビジネス会話レベルの英語力(業務スキルを優先)。","海外ビジネスの仕掛けができる方。アプリケーション領域の営業経験。IT業界においてメガバンク担当経験(証券業界向けでも可)。","------","","実行力、突破力、企画力を備えた方。チームプレイができる方。一匹狼的な方は難しい。与えられたことを着実に実行するより、無から課題を抽出し、仮説を作り、周囲（SE）の協力を醸成しながら解決策を見いだせる、あるいは、その指向を持った人材。好奇心、探究心旺盛な人物。","金融機関向けのアカウントセールス経験。メガバンク担当経験。英語力。","東京都","中央区","","","大卒以上","30","36","600","830","新規事業推進、および部門強化に伴う募集。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","全メガバンクに展開する金利デリバティブシステムはシェアトップ。長年の実績・信頼、技術力をベースに中長期的にキャリアを積んでいくのにお勧めの会社です。","半藤","2013/03/14 17:59:59"
"1014230","1","0","ハイクラス","","","上場","","","09","01","ITコンサルタント","システムコンサルタント","10","07","ITエンジニア","ネットワーク・セキュリティ","10","07","ITエンジニア","ネットワーク・セキュリティ","新日鉄住金ソリューションズ株式会社","ＩＴコンサルタント（基盤）","システム統合の企画支援、案件立上げ支援、クラウドサービスの導入支援等の業務。プロジェクト計画の立案、システム標準化・運用標準化の策定等の主に基盤領域を対象としたＩＴコンサルティング。","基盤の要件定義（非機能要件定義）、方式設計、システム移行に関する技術知見および実行経験。基盤構築案件のPMあるいはアーキテクト経験。小規模案件のプロジェクトマネジメント経験。","基盤統合案件の企画支援、案件化支援、運用業務設計支援の実行経験。中長期の基盤構築・運用方針の策定の実行経験。仮想化技術を利用したシステム統合案件の企画、案件化の実行経験あるいはコンサルティング実行経験。大・中規模案件のプロジェクトマネジメント経験。","------","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","大規模基盤システムのコンサルティング経験。","東京都","中央区","","","大卒以上","28","36","500","850","事業拡大に伴う、募集。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","品質、技術力の高さには定評があり、雇用の安定性、給与水準の高さも魅力的だと思います。","半藤","2013/03/14 17:59:55"
"1011228","1","0","ハイクラス","","","上場","","","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","10","02","ITエンジニア","オープン系システム","新日鉄住金ソリューションズ株式会社","プロジェクトマネージャー","通信3キャリア向けのOSS/BSS案件のPM。※OSS→オペレーションサポートシステム。※BSS→ビジネスサポートシステム。","通信3キャリア向けOSS/BSS案件のPM経験。","PMP資格取得者または資格相当の経験。オフショア開発の経験。英語TOEICの上位点取得者。新しいことにチャレンジしたいという気概と意欲が旺盛な方。","スタンダードレベル","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","通信3キャリア向けOSS/BSS案件のPM経験。","東京都","中央区","","","大卒以上","30","35","600","900","事業拡大に伴う、採用。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:59:50"
"1015276","1","0","ハイクラス","","","上場","","","08","02","営業","IT系営業","","","","","","","","","新日鉄住金ソリューションズ株式会社","【流通サービス】ソリューション提案営業","医薬業界に対するソリューション提案営業。※これまで当社の医薬業界向けソリューションは研究部門が中心であったが、今後は情報系、営業支援系、製造系（ex.MES）等へ提案範囲を広げていく予定。","大手企業向けのリューション提案型営業の経験。大手企業の研究者・情報システム部門メンバー（技術者）と対話し、信頼関係が構築出来る基礎能力・人間力。","アカウント型営業の経験。製薬、化粧品、化学等、プロセス加工型製造業に対する営業経験。","","","SEを含めてチームワークを取って業務を推進できる方。個人プレーの方は難しい。物売りではなく、ソリューション提案が出来る方。","製造業向けの大規模営業経験。","東京都","中央区","","","大卒以上","30","42","800","900","部門強化に伴う、募集。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:59:39"
"1017444","1","0","ハイクラス","","","上場","","","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","10","04","ITエンジニア","金融システム","新日鉄住金ソリューションズ株式会社","アプリケーションSE(PMまたは補佐)","銀行向けシステム(海外向け勘定系)の開発におけるサブPM、業務AP開発リーダー。","銀行勘定系の業務知見(特に預金系)、および勘定系におけるシステム開発経験。大規模アプリケーション開発経験(勘定系に限らず、500人月～1000人月規模の開発に携わった経験)。プロジェクト内でPM・開発リーダーの経験(10人程度のチームのリーダー経験イメージ)。英文ドキュメント読解、ネイティブとの会議対応(電話会議が中心)ができる英語力。","英語力(読み書き、ネイティブとの会話・会議に不自由ないレベル)。","スタンダードレベル","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","銀行勘定系の業務知見(特に預金系)、および勘定系におけるシステム開発経験。大規模アプリケーション開発経験。","東京都","中央区","","","大卒以上","30","38","600","900","事業拡大に伴う、採用。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:56:18"
"1015908","1","0","ハイクラス","","","上場","","","08","02","営業","IT系営業","08","02","営業","IT系営業","","","","","新日鉄住金ソリューションズ株式会社","IT基盤システム営業","アカウント営業として、新規もしくは既存顧客の新規ビジネスを発掘、受注、遂行。","数千万円以上の案件受注経験（製造･流通･金融等業界は問わない）。プロダクトに付加価値を付けてソリューション営業ができる製品知識を保有していること。SE（PM）と連携し提案、受注後の実行フォローを行えること。IT基盤システム（NW、ストレージ、クラウド等）について、概要説明が可能な知識があること。","基盤システム統合プロジェクトを担当した経験。クラウドビジネスに携わった経験。","------","","SEを含めてチームワークを取って業務を推進できる方。個人プレーの方は難しい。物売りではなく、ソリューション提案が出来る方。","ITの大規模営業経験。","東京都","中央区","","","大卒以上","30","39","500","850","部門強化に伴う、募集。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:56:05"
"1017445","1","0","","","","上場","","","04","01","マーケティング・広報・IR","マーケティング","07","03","その他企画・事務・管理","企画系","10","07","ITエンジニア","ネットワーク・セキュリティ","新日鉄住金ソリューションズ株式会社","マーケティング職(基盤系)","自社クラウドサービスであるabsonne、DaaS等をベース次世代のサービス型ソリューションの企画・マーケティング。","業界的にも比較的斬新なクラウドに代表されるサービス型の新規ソリューションを立ち上げる意欲のある方。","ネットワーク、サーバー、ストレージ、データセンター、運用アウトソーシング等、IT基盤ライフサイクルに渡る経験がある方(マーケ職であれば尚良し)。マイクロソフト系のソリューション企画、マーケティングの経験がある方。","------","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","サービス型の新規ソリューション立ち上げ経験。ネットワーク、サーバー、ストレージ、データセンター、運用アウトソーシング等、IT基盤ライフサイクルに渡る経験。","東京都","中央区","","","大卒以上","30","35","500","800","事業拡大に伴う、採用。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、ソリューション力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:55:09"
"1015277","1","0","ハイクラス","","","上場","","","10","07","ITエンジニア","ネットワーク・セキュリティ","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","新日鉄住金ソリューションズ株式会社","ネットワークコンピューティングエンジニア","キャリア系のネットワークシステムを中心とした設計・構築におけるプロジェクトマネジメント。","IPネットワーク設計、構築に関する経験。インターネット系サーバー（DNS、Firewall等）の設計、構築に関する経験。大/中規模プロジェクト又は、ミッションクリティカルなシステムのプロジェクトマネジャー経験。","通信キャリアのシステム知見。SIP、SIGTRANの通信プロトコルの知見。大手通信キャリアのシステム構築におけるプロジェクトマネジメント経験。","------","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","IPネットワーク設計、構築に関する経験。インターネット系サーバー（DNS、Firewall等）の設計、構築に関する経験。","東京都","中央区","","","大卒以上","35","39","700","900","事業拡大に伴う、採用。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:54:48"
"1017446","1","0","","","","上場","","","09","02","ITコンサルタント","ERP・業務プロセスコンサルタント","09","01","ITコンサルタント","システムコンサルタント","10","05","ITエンジニア","ERP・SCM・CRM","新日鉄住金ソリューションズ株式会社","アプリケーションエンジニア(基幹系)","基幹系システムのソリューション企画/導入/基本構想の実行。","ERPパッケージ導入の経験(業界・規模は問わない)。ERP実装経験。今後ITコンサルタントのキャリアを目指している方。","年齢に応じた基幹系案件における基本構想などの上流工程経験。","------","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","ERPパッケージ導入・実装の経験","東京都","中央区","","","大卒以上","27","33","500","700","部門強化に伴う、募集。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:54:36"
"1017447","1","0","","","","上場","","","10","05","ITエンジニア","ERP・SCM・CRM","10","02","ITエンジニア","オープン系システム","10","01","ITエンジニア","プロジェクトマネージャー・リーダー","新日鉄住金ソリューションズ株式会社","アプリケーションエンジニア(情報系)","BI/DWHのシステム構築およびデータ分析案件のマネジメント、実行。プロジェクトマネジメント。","画面系の開発経験。BI系案件のシステム構築経験。今後ITコンサルタントのキャリアを目指している方。","プロジェクトマネジメント経験(規模は問わない)。","------","","チームワークを取って業務を推進できる方。個人プレーの方は難しい。","画面系の開発経験。BI系案件のシステム構築経験。","東京都","中央区","","","大卒以上","27","33","500","700","部門強化に伴う、募集。","100114","コンピュータ（システム）","ハイエンドなITソリューションにビジネスを特化。1人当たり売上高、利益率ともにSI業界のトップグループに位置する。製鐵業で培った経験と高度なIT力を活かし、中立的なオープン系システムインテグレータとして、ユーザーサイドに立ったソリューションを提案。産業・金融・公共・流通等に加え、最近では組込み事業に進出するなど、幅広い分野でビジネスを展開している。","国内老舗のプライムSIer。製鉄のシステム構築で培ったノウハウを基盤にして、技術力の高さはIT業界でも有名。製造業、金融業、流通、小売、インターネット分野に強み。幅広い顧客基盤を確保していて経営も安定している。金融業界では「デリバティブのことなら同社に聞け」が常識に。システム研究開発センターをはじめとする高度なIT力、欧米企業との戦略的提携による先進的技術や製品の活用も特徴。風土としては、チームワークを大事にして、部下の面倒見が良い。短期の成果より長期のビジネスに取り組む傾向がある。離職率は非常に低く、長く働きたい方が馴染みやすい。新卒では高学歴な学生が多数入社しており、人材の質は高い。","1980","10","1295276","2415","東京都","中央区新川2-27-1　東京住友ツインビルディング東館","長年の実績、技術力をベースに中長期的にキャリアを積んでいくにはお勧めの会社です。","半藤","2013/03/14 17:54:29"
