"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日"
"1024107","1","1","ハイクラス","","","","","","15","00","金融関連","","","","","","","","","","あずさ監査法人","金融アドバイザリー部（クオンツ）","■金融商品の公正価値評価業務■リスク計測手法に関するアドバイザリー業務■統計分析等を用いたサポート業務","■金融機関等でのデリバティブ（商品開発、トレーディング、プライシングロジック開発等）に関する業務経験者■デリバティブ、仕組み債、優先株・転換社債等ハイブリッド証券の公正価値評価業務経験者■金融商品・金融工学知識を有している方(金融機関等での業務経験を有していることが必要）■数理解析及び統計（シミュレーション、パラメータ推定、バックテスト等）のスキルを有している方(金融機関等での業務経験を有していることが必要）","エクセル等のスプレッドシートやプログラミング言語等で計算ロジック・統計ツールを作成できる方※ビジネス英語対応能力を有する者が望ましい","ビジネスレベル","","クオンツ業務への熱い想いを持ってエキスパートになっていこうと考える方。","クオンツ","東京都","新宿区","","","大卒以上","25","40","600","1200","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","アドバイザリーの立ち位置です。会社の雰囲気も良く、比較的プライベートの時間も取りやすい環境に行きたい方にはお勧めなポジションです。","細野","2015/01/16 7:30:25"
"1024096","1","1","","","","","","","10","07","ITエンジニア","ネットワーク・セキュリティ","10","07","ITエンジニア","ネットワーク・セキュリティ","10","10","ITエンジニア","その他IT系","あずさ監査法人","社内SE(2)　ITS部（情報システム部門　運用部）","インフラ、サーバーストレージ、ネットワークの構築・保守を行います。","インフラエンジニア・ネットワークエンジニアの経験。SE経験はなくとも、IT領域の何かしらの経験。","英語力あれば尚可。","------","","社内調整・コミュニケーション力。","社内SE経験。","東京都","新宿区","","","大卒以上","25","28","350","450","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","インフラエンジニア経験が少しでもあればOK。大手企業で経験を広げることができるチャンスです。落ち着いた方々が多く、雰囲気が良い環境。無理なくスキルアップできると思います。","細野","2015/01/16 7:30:24"
"1024114","1","1","","","","","","","15","00","金融関連","","15","00","金融関連","","2","6","ビジネスコンサルタント","その他","あずさ監査法人","金融アドバイザリー部（保険）","保険会社へのリスク管理、コンプライアンス管理、内部監査、内部統制、業務プロセス改善等のアドバイザリー業務。具体的には、これらの管理体制の構築や高度化の支援、外部アドバイザーとしての体制評価、内部監査やリスク評価・管理の業務支援等。","■保険会社の本社部門（経営企画部門、リスク管理部門、コンプライアンス管理部門、内部監査部門、経理部門、営業管理部門、事務企画部門など）の業務経験を有する方。■保険会社へのリスク管理、コンプライアンス管理、内部監査、内部統制、業務プロセス改善業務に関心がある、あるいは同業務について3年以上の経験を有する、かつ、将来的にこの分野の専門家になることを目標にしている方。","■英語力のある方は尚可。■次の資格を保有している方は尚可：日本証券アナリスト協会検定会員、公認内部監査人＝CIA","ベーシックレベル","","コンサルティングマインドのある方。","保険会社に対するコンサルティング経験","東京都","新宿区","","","大卒以上","25","35","450","800","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","大手保険会社のコンプライアンス体制を俯瞰視点で分析し改善するお仕事です。一社だけではなく、保険会社数社に関わることになりますので広い視点でのノウハウが身につくのが魅力です。保険会社向けのコンプライアンスのエキスパートになっていくキャリアがあります。","細野","2015/01/16 7:30:22"
"1024095","1","1","","","","","","","10","06","ITエンジニア","社内システム関連","10","06","ITエンジニア","社内システム関連","","","","","あずさ監査法人","社内SE(1) ITS部（情報システム部門企画部）","社内で使われている業務アプリケーションシステムの設計、開発、運用を行います。","Sier等での業務アプリケーション設計、開発、保守経験2年以上。英語力（TOEIC500以上）。","人事システム設計、開発経験者尚可。","ベーシックレベル","500","コミュニケーションに手間をかけようとする方。","WEBアプリの開発経験。人事システム経験。","東京都","新宿区","","","大卒以上","26","33","400","550","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","社員5000名近くの方々用の大きな業務アプリ開発に関わることが出来ます。業務領域もその時々のプロジェクトにより変わりますので、いろいろな経験が出来るのが魅力です。会社としても雰囲気の良い方々が多く、働きやすい環境だと思います。","細野","2015/01/16 7:30:21"
"1024106","1","1","","","","","","","15","00","金融関連","","15","00","金融関連","","","","","","あずさ監査法人","金融アドバイザリー部（アセットマネジメント）","託銀行、銀行、証券会社、生保、資産運用会社等に対するISAE3402/SSAE16に基づく保証業務。","英語力がある方尚可。金融機関での業務経験をお持ちの方尚可。","","スタンダードレベル","","","","東京都","新宿区","","","大卒以上","25","30","450","600","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","","細野","2015/01/16 7:30:19"
"1024108","1","1","ハイクラス","","","","","","02","03","ビジネスコンサルタント","会計・財務系","15","00","金融関連","","","","","","あずさ監査法人","金融アドバイザリー部（市場）","事業会社に対するトレジャリー業務（資金、為替、投資管理など）","■トレジャリー関連業務のサービス提供経験のお持ちの方","■英語力のある方","ビジネスレベル","","この分野へ高い興味があり、日々勉強できる方。","トレジャリー業務経験","東京都","新宿区","","","大卒以上","28","40","600","1000","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","トレジャリーのご経験が活かせる、珍しいポジションです。アドバイザーとしてこの分野のエキスパートになっていくことができます。","細野","2015/01/16 7:30:18"
"1024109","1","1","ハイクラス","","","","","","02","05","ビジネスコンサルタント","金融戦略","15","00","金融関連","","15","00","金融関連","","あずさ監査法人","金融アドバイザリー部（コンプラ、オペ）","■金融機関のオペレーショナルリスク管理、コンプライアンス、その他リスク管理、内部管理に係わる高度化支援業務■金融機関の業務プロセス改革、改善支援業務（営業店業務再構築支援業務等）■主要顧客は大手銀行・証券、地銀、生保、信金等","■金融機関（銀行、生損保、信金等）における本部業務の経験、融資・為替業務の経験、もしくはコンサルティングファームでの業務経験■当法人での左記仕事内容に意欲のある方■Word、Excelを通常業務で活用できるレベル（PPTが使えれば尚可）","■実務における英語が使えれば尚可（TOEIC730位が目安）","スタンダードレベル","","論理的思考力。","金融機関出身：調査役。コンサルティングファーム出身：マネジャー。","東京都","新宿区","","","大卒以上","25","35","600","1200","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","金融機関のオペレーショナルリスク管理、コンプライアンス、その他リスク管理、内部管理に係わる高度化支援業務です。","細野","2015/01/16 7:30:18"
"1024110","1","1","ハイクラス","","","","","","2","6","ビジネスコンサルタント","その他","15","00","金融関連","","","","","","あずさ監査法人","金融アドバイザリー部（内部監査関連）","内部監査に係るアドバイザリー業務（外部評価、態勢高度化）。■主要顧客は大手銀行、地域金融機関、証券会社、生損保等です。","■銀行・地域金融機関、証券、生損保等）における内部監査経験、業務経験（本部、営業店は問わない）、コンサルティングファームでの業務経験、監督当局における検査官経験■Word、Excel、PPTを通常業務で活用できるレベル","■実務における英語が使えれば尚可（TOEIC730位が目安）","ビジネスレベル","","内部監査に興味・意欲のある方","金融機関出身：調査役。コンサルティングファーム出身：マネジャー。","東京都","新宿区","","","大卒以上","25","35","500","1000","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","大手銀行、地銀、証券に対するコンプライアンスのアドバイスを行います。多くのノウハウを持っている会社ですので、今まで経験を活かしつつ更に学ぶことも多く、この分野でのエキスパートになっていけます。","細野","2015/01/16 7:30:17"
"1024105","1","1","ハイクラス","","","","","","15","00","金融関連","","15","00","金融関連","","","","","","あずさ監査法人","金融アドバイザリー部（アセットマネジメント）マネジャ","資産運用会社（主に投信投資顧問会社、信託銀行、生保）に対する資産運用業務関連アドバイザリーサービス（規制・検査対応、GIPS、内部統制・リスク管理関連アドバイザリー等）。資産運用ビジネスに関するアドバイザリーサービス（管理体制構築・高度化支援、業務プロセスに関するデューディジェンス、海外規制調査・対応支援、アセットマネジメント・ビジネス拡大に係る態勢構築等支援等）。","金融機関において、資産運用関連業務の経験を有する方。資産運用、ファンド、ファイナンスの基本的な知識。","資産運用会社（投信投資顧問、信託銀行、生保）の企画・リスク管理部門等の経験。金融商品取引業者における証券検査経験のある方歓迎。ビジネス英語対応能力尚可。","ビジネスレベル","","論理的思考に自信がある方。","投信投資顧問、信託銀行、生保）の企画・リスク管理部門等の経験。","東京都","新宿区","","","大卒以上","30","40","600","1200","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","資産分用時の規制・検査対応、GIPS、内部統制・リスク管理、管理体制など広くアドバイスするポジションです。この分野でのスペシャリストになっていける環境があります。","細野","2015/01/16 7:30:16"
"1024113","1","1","ハイクラス","","","","","","15","00","金融関連","","2","6","ビジネスコンサルタント","その他","","","","","あずさ監査法人","金融アドバイザリー部（FATCA/マネロン）","金融機関に対するコンプライアンス関連アドバイザリー業務。主要顧客は大手銀行、地銀、証券、外資系金融機関等です。【具体的な業務】金融機関に対するレギュラトリーコンプライアンス関連アドバイザリー業務。マネー・ローンダリング、反社会的勢力等の金融犯罪対応不正管理態勢。顧客保護、苦情管理態勢。利益相反管理態勢。その他金融当局許認可手続支援等。","金融機関における左記業務内容（コンプライアンスオフィサー、当局検査対応など）。金融当局における金融機関向け監督・検査業務等。監査法人等における金融機関向けアドバイザリー業務（レギュラとリーコンプライアンス、不正調査等）。ビジネス英語（バイリンガルレベル）","","ビジネスレベル","","知的好奇心があり、知力・体力ともすぐれ、チャレンジ精神","金融コンサルティング経験。","東京都","新宿区","","","大卒以上","30","40","600","1600","増員","210554","その他","監査や各種証明業務をはじめ、株式公開支援、財務関連アドバイザリーサービスなどを提供しています。また、金融業、製造・流通業、IT・メディア、ヘルスケア、官公庁など業界特有のニーズに対応した専門性の高いサービスを提供する体制を有するとともに、148カ国に拡がるネットワークを通じグローバルな視点からクライアント企業を支援しています","","1969","7","300000","5280","東京都","新宿区津久戸町１－２　あずさセンタービル","大手銀行、地銀、証券に対するコンプライアンス（FATCA/マネロン）のアドバイスを行います。多くのノウハウを持っている会社ですので、今まで経験を活かしつつ更に学ぶことも多く、この分野でのエキスパートになっていけます。","細野","2015/01/16 7:30:12"
