"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日"
"1018585","1","0","","","","","","","10","08","ITエンジニア","WEBアプリケーション","10","02","ITエンジニア","オープン系システム","","","","","LINE株式会社","Webディレクター","コミュニティサービスやポータルサイトの企画立案、画面設計、要件定義、制作のディレクションに携わっていただきます。前職での業界経験、得意分野、志向などを考慮し、プロジェクトを決定していきます。","・画面設計、要件定義から制作ディレクションを推進できること・あらゆるWebサービスに対するリテラシー・ソーシャルメディアをはじめとした新規サービスに関する情報や、技術面での知識など・Webに関する情報吸収意欲が高い方","","","","チームワークを重視した行動、良好なコミュニケーションのとれる方。会社や事業、サービスを立上げたご経験のある方。能動的に自らの業務を遂行し、提案ができる方。","・コミュニティ、CGMなどユーザー参加サービスの企画、ディレクション経験","東京都","渋谷区","","","大卒以上","25","35","400","800","体制強化","1004835","","世界230カ国で利用されている無料通話・無料メールアプリ「LINE」を筆頭に、検索サービス「NAVER」、キュレーションプラットフォーム「NAVERまとめ」、総合ニュースサイト「livedoorニュース」、国内最大級のブログサービス「livedoorBlog」などを展開しています。","2013年4月1日にNHNJapan株式会社より商号変更。ゲーム部門とサービス部門を分社化した。<BR><BR>メインのサービスであるLINEの加入者数は、1億5000万人を超え、世界230か国に展開。スペインなど、英語圏以外への展開もかなり積極的に行っており、今後ますますグローバル化が加速していくと予想される。","2000","9","1259619","644","東京都","渋谷区渋谷2-21-1　渋谷ヒカリエ27階","急成長を遂げている企業ですので、スピード感と刺激を感じられる環境が必ずあります！","堂谷","2013/06/17 10:53:02"
"1018618","1","0","","","","","","","3","0","経営企画・事業企画","","07","03","その他企画・事務・管理","企画系","","","","","LINE株式会社","事業企画","Webアプリの収益化をミッションに、ビジネスモデルの立案、パートナー開拓、アライアンス締結など一連の業務に携わっていただきます。外部コンテンツパートナーとの連携により、ユーザーが友人と一緒に様々なコンテンツ楽しむことができる連携アプリ・サービスを集約したプラットフォームの更なる拡充のための募集です。","・インターネット/モバイルコンテンツの課金における収益モデルを　　構築、推進したご経験　・理論的に物事を考える力、数字に強い方","・英語/韓国語のスキル","","","・チームワークを重視した行動、良好なコミュニケーションのとれる方<BR>　・会社や事業、サービスを立上げたご経験のある方<BR>　・能動的に自らの業務を遂行し、提案ができる方<BR>","・インターネット/モバイルコンテンツの課金における収益モデルを<BR>　　構築、推進したご経験","東京都","渋谷区","","","大卒以上","30","35","500","800","体制強化","1004835","","世界230カ国で利用されている無料通話・無料メールアプリ「LINE」を筆頭に、検索サービス「NAVER」、キュレーションプラットフォーム「NAVERまとめ」、総合ニュースサイト「livedoorニュース」、国内最大級のブログサービス「livedoorBlog」などを展開しています。","2013年4月1日にNHNJapan株式会社より商号変更。ゲーム部門とサービス部門を分社化した。<BR><BR>メインのサービスであるLINEの加入者数は、1億5000万人を超え、世界230か国に展開。スペインなど、英語圏以外への展開もかなり積極的に行っており、今後ますますグローバル化が加速していくと予想される。","2000","9","1259619","644","東京都","渋谷区渋谷2-21-1　渋谷ヒカリエ27階","急成長を遂げている企業ですので、スピード感と刺激を感じられる環境が必ずあります！","堂谷","2013/06/17 10:53:01"
"1018615","1","0","","","","","","","3","0","経営企画・事業企画","","08","04","営業","企画営業","","","","","LINE株式会社","海外ソーシング担当","サービスリリースを目的として、開発会社様との交渉、立ち上げ、企画から運用までをご担当頂きます。　・ゲーム獲得、パートナシップ、契約締結　・獲得タイトルのスケジュール調整等ディレクション業務　・導入後、事業拡大へ向けた企画・交渉","・英語、韓国語、中国語のいずれかをビジネスレベルで理解、コミュニケーションできる方　・日本語をビジネスレベルで理解できる方　・日本国外の特定地域の市場に詳しい、ビジネス経験をお持ちの方　・コンテンツビジネスでSales, Business Development等を経験し、新規獲得、条件交渉、契約締結、支払処理等の一連のプロセスの経験をお持ちの方　・Web、モバイルにおけるゲームやその他エンターテイメントコンテンツのサービス企画、プロジェクトマネージメントの経験をお持ちの方","・スマートフォン、SNS、スマートフォンゲームを日常的に使用し、基本構造を理解している方","","","・スケジュール管理、数学や数字分析が得意・特定の業務だけを行うのではなく、幅広い分野の知識を学び、実践する意志のある方・得手、不得手に関係なく目の前の仕事に最大限の努力を行える・常に世の中にあるサービスやゲームを研究し、学んでいける向上心がある・会社にとって有益な情報やビジネス、ゲームを自発的に提案する積極性がある","コンテンツビジネスの立上げ経験","東京都","渋谷区","","","大卒以上","30","38","500","800","体制強化","1004835","","世界230カ国で利用されている無料通話・無料メールアプリ「LINE」を筆頭に、検索サービス「NAVER」、キュレーションプラットフォーム「NAVERまとめ」、総合ニュースサイト「livedoorニュース」、国内最大級のブログサービス「livedoorBlog」などを展開しています。","2013年4月1日にNHNJapan株式会社より商号変更。ゲーム部門とサービス部門を分社化した。<BR><BR>メインのサービスであるLINEの加入者数は、1億5000万人を超え、世界230か国に展開。スペインなど、英語圏以外への展開もかなり積極的に行っており、今後ますますグローバル化が加速していくと予想される。","2000","9","1259619","644","東京都","渋谷区渋谷2-21-1　渋谷ヒカリエ27階","急成長を遂げている企業ですので、スピード感と刺激を感じられる環境が必ずあります！","堂谷","2013/06/17 10:52:58"
"1018613","1","0","","","","","","","04","01","マーケティング・広報・IR","マーケティング","08","04","営業","企画営業","08","07","営業","その他","LINE株式会社","Web広告ディレクター","月間1,900万人が利用するキュレーションメディアの広告企画ディレクターを募集いたします。広告案件の企画・制作、クライアントや広告代理店への提案・折衝までを一貫して対応いただくため、非常にやりがいのある仕事です。","・メディア業界(テレビ、新聞、出版、Web)で、広告代理店・クライアントと広告案件の折衝業務などを3年以上経験されてきた方　・広告のディレクション経験　・提案営業、企画制作の経験　・同僚や取引先と円滑な人間関係を築けるコミュニケーション能力　・オリジナリティのある企画を考え出すことができる方　・仕事に対する責任感、積極性、向上心のある方","・コピー・記事ライティング能力　・Webサイト制作、広告デザインの経験　・プロジェクトマネジメント経験　・インターネット関連サービスに対する高い情報感度、検索スキル","","","チームワークを重視した行動、良好なコミュニケーションのとれる方。会社や事業、サービスを立上げたご経験のある方。能動的に自らの業務を遂行し、提案ができる方。","・メディア業界(テレビ、新聞、出版、Web)で、広告代理店・クライアントと広告案件の折衝業務などの経験<BR>　・広告のディレクション経験<BR>　・提案営業、企画制作の経験<BR>　・Webサイト制作、広告デザインの経験<BR>　・プロジェクトマネジメント経験","東京都","渋谷区","","","大卒以上","25","30","400","600","体制強化","1004835","","世界230カ国で利用されている無料通話・無料メールアプリ「LINE」を筆頭に、検索サービス「NAVER」、キュレーションプラットフォーム「NAVERまとめ」、総合ニュースサイト「livedoorニュース」、国内最大級のブログサービス「livedoorBlog」などを展開しています。","2013年4月1日にNHNJapan株式会社より商号変更。ゲーム部門とサービス部門を分社化した。<BR><BR>メインのサービスであるLINEの加入者数は、1億5000万人を超え、世界230か国に展開。スペインなど、英語圏以外への展開もかなり積極的に行っており、今後ますますグローバル化が加速していくと予想される。","2000","9","1259619","644","東京都","渋谷区渋谷2-21-1　渋谷ヒカリエ27階","出版業界などで編集の業務経験","堂谷","2013/06/17 10:52:57"
"1018614","1","0","","","","","","","11","00","WEB・モバイル関連","","11","0","WEB・モバイル関連","","16","00","その他","","LINE株式会社","編集ディレクター","NAVERまとめ、livedoorニュース、BLOGOS、など、弊社メディアのコンテンツ企画・編集業務に携わっていただきます。ご担当いただくサービスは、ご経験・ご希望を考慮し、選考の課程で決定いたします。・Webサイト（PC、モバイル、スマートフォン）のコンテンツ企画・編集","・出版業界などで編集の業務経験が2年以上ある方　・編集ページのフォーマット内で、最大限の表現をするための努力ができる方　・オリジナリティのある企画を考え出すことができる方　・仕事に対する責任感、やる気、向上心のある方","・特に女性、もしくは音楽、映画、IT関係の雑誌、メディア、サービス等での編集経験　・Web(モバイル)サイトの企画、ディレクション経験　・旧来のメディア（雑誌、新聞など）ではできない、Webならではのコンテンツ企画・編集ができる方","","","チームワークを重視した行動、良好なコミュニケーションのとれる方。会社や事業、サービスを立上げたご経験のある方。能動的に自らの業務を遂行し、提案ができる方。","・出版業界などで編集の業務経験<BR>・特に女性、もしくは音楽、映画、IT関係の雑誌、メディア、サービス等での編集経験<BR>　・Web(モバイル)サイトの企画、ディレクション経験","東京都","渋谷区","","","大卒以上","25","35","400","700","体制強化","1004835","","世界230カ国で利用されている無料通話・無料メールアプリ「LINE」を筆頭に、検索サービス「NAVER」、キュレーションプラットフォーム「NAVERまとめ」、総合ニュースサイト「livedoorニュース」、国内最大級のブログサービス「livedoorBlog」などを展開しています。","2013年4月1日にNHNJapan株式会社より商号変更。ゲーム部門とサービス部門を分社化した。<BR><BR>メインのサービスであるLINEの加入者数は、1億5000万人を超え、世界230か国に展開。スペインなど、英語圏以外への展開もかなり積極的に行っており、今後ますますグローバル化が加速していくと予想される。","2000","9","1259619","644","東京都","渋谷区渋谷2-21-1　渋谷ヒカリエ27階","急成長を遂げている企業ですので、スピード感と刺激を感じられる環境が必ずあります！","堂谷","2013/06/17 10:52:56"
