"求人ID","Newフラグ","トピックスフラグ","テーマ","外資フラグ","ベンチャーフラグ","上場フラグ","リンク（面接官）","リンク（トピックス）","職種大分類コード1","職種中分類コード1","職種大分類名1","職種中分類名1","職種大分類コード2","職種中分類コード2","職種大分類名2","職種中分類名2","職種大分類コード3","職種中分類コード3","職種大分類名3","職種中分類名3","会社名（トピックス用）","職種名","職務内容","求めるスキル（必須条件）","求めるスキル（望ましい条件）","英語レベル","TOEIC","求める人物像","活かせる経験","都道府県1","市区町村1","都道府県2","市区町村2","学歴","年齢下限","年齢上限","年収下限","年収上限","募集背景","企業ID","業種カテゴリ","会社情報（紹介文）","会社情報（その他捕捉）","会社情報（設立）年","会社情報（設立）月","会社情報（資本金）万円","会社情報（従業員数）","企業県名","企業市区町村","ｺﾝｻﾙから一言","担当者","掲載日","HP用職種名(EM使用欄)"  ,"アピールしたいKW1(単語)" ,"アピールしたいKW2(単語)" ,"アピールしたいKW3(単語)" ,"アピールしたいKW4(単語)" ,"アピールしたいKW5(単語)" 
"1024527","1","0","ハイクラス/ベンチャー","","1","非公開","","","3","0","経営企画・事業企画","","1","0","トップマネジメント","","08","01","営業","営業管理職","株式会社ウィル・シード","グローバル事業・事業責任者候補","同社が注力するグローバル人材育成事業の統括（事業責任者）をお願いします。新規事業であるため、セールス業務に留まらず、商品企画担当と共に1から商品を開発し、自ら講師として登壇するなど、クライアントの課題解決のために踏み込んだサービス提供が可能です。入社後は、法人営業としての経験を通して人材開発に関する知見を高めながら、営業管理、メンバーマネジメントをお願いいたします。【具体的には】・グローバル事業全体の戦略立案及び実行・メンバー育成・パートナーとのリレーションシップ及び派遣先企業の新規開拓。","・マネジメント経験者・提案型営業経験者※無形商材の営業経験者歓迎・海外赴任等の経験者（グローバルビジネスの経験者）","・ＨＲ領域（人材育成、組織マネジメント領域）出身者・新規事業におけるマネジメント経験者・人材開発領域への強い興味・関心をお持ちの方・企画書、提案書作成経験","スタンダードレベル","","・ 論理的に顧客課題を整理・分析し、適切な解決策を提案できる方・ 目標に対する達成意欲の高い方・ 挑戦志向の強い方","・グローバルビジネス経験・営業経験・マネジメント経験","東京都","渋谷区","","","大卒以上","35","45","800","1100","組織強化の為（現状は部門長不在）","210336","教育・研修","同社は「教育を通じてよりよい世の中に」という理念に基づき、各種教育プログラムを開発し、子どもから大人まで幅広い年齢層に対して提供している企業です。主な事業としては、企業内人材育成事業、学校教育事業の二本柱です。特にこの数年はグローバル人材育成をテーマにした教育プログラムのニーズが高まってきており、顧客社員を海外に派遣する研修など海外をフィールドとした研修プログラムが非常に伸びています。","同社の創業者は伊藤忠商事出身の船橋氏。学校教育に疑問を感じ、元々ボランティアで設計したトレーディングゲームを改良し、経済産業省と一緒に学校教育の中で展開をし始めたのが始まりです。自己発見や「気づき」を促す体感型プログラムや、アセスメントを効果的に活用したプログラムを中心に、新人・若手・中堅・管理職など様々な階層にサービスを提供し、更には企業だけでなく、小学校～大学にも提供しています。<BR>顧客層としては日本を代表する大手企業の人事・教育部門がクライアントになります。同社のリピート率は非常に高い数字を誇っており、中堅～大手企業まで様々な企業から支持を得ていることが表れています。プログラム数が多いからこそ、顧客の課題を捉えニーズに合わせた企画・提案を行うことができるのも同社の強みの一つです。<BR>社風は自由闊達。教育に対して熱い想いを持っている社員が集まっている会社です。<BR>","2000","7","1000","43","東京都","渋谷区恵比寿1-3-1　朝日生命恵比寿ビル9階","同社のグローバル事業（グローバル人材育成事業）についてですが、顧客からの引き合いが多く、2011年に立ち上がってから順調に成長をしている事業です。この事業の統括をする事業責任者候補ポジションになります。現在の組織は、マネージャー2名とメンバーが5名の合計7名で同社の売り上げの20％くらいを占めるようになってきているようです。現在は海外派遣型の研修プログラムがメインとなり、主に東南アジア（シンガポール、マレーシア、インドネシア、インド）とシリコンバレーへの中期（3ヶ月）の研修が良く引き合いがあるということでした。クライアントは大手企業が多く、現地法人がないエリアへのマーケティングや今後の海外展開を見込んだ上でキーマンを視察兼現地の商習慣などを学ばせる意味で、現地企業へインターンシップのような形で就業経験を積むプログラムとなります。","工藤","2015/06/10 15:40:25","グローバル人材育成事業責任者候補/教育・研修系企業","グローバル","責任者","人材育成","新規事業","事業企画"
"1024526","1","0","ハイクラス/ベンチャー","","1","非公開","","","02","02","ビジネスコンサルタント","人事・組織系","08","01","営業","営業管理職","08","04","営業","企画営業","株式会社ウィル・シード","法人営業マネジャー（部長候補）","大手企業の人事・教育部門を主な顧客対象に、人材開発支援サービスの提案型営業を統括するポジションをご担当頂きます。商材は、パッケージ商品ではなく、潜在的な顧客ニーズを抽出し、ニーズに合った施策を社内外のソリューションを用いて提案してまいります。また、企業における「ヒト」という重要な経営資源をどう育成していくか、短期ではなく中長期的視点を持って顧客へアプローチいたします。入社後は、法人営業としての経験を通して人材開発に関する知見を高めながら、営業管理、メンバーマネジメントをお願いいたします。【具体的には】・営業企画、戦略立案・営業数値管理・メンバーと同行しながらの営業活動、メンバー育成、他部署（後工程を担当するサービス企画部門）やパートナーとのリレーションシップ","・マネジメント経験者・提案型営業経験者※無形商材の営業経験者歓迎・ＨＲ領域（人材育成、組織マネジメント領域）出身者・経営的な視点から課題解決を行ったことのある方","・企業人事、教育、研修分野における知見をお持ちの方・企画書、提案書作成経験","------","","・ 論理的に顧客課題を整理・分析し、適切な解決策を提案できる方・ 目標に対する達成意欲の高い方・ 挑戦志向の強い方","HR業界における営業組織のマネジメント経験","東京都","渋谷区","","","大卒以上","35","45","800","1000","組織強化（現在の部門長の昇格に伴う募集）","210336","教育・研修","同社は「教育を通じてよりよい世の中に」という理念に基づき、各種教育プログラムを開発し、子どもから大人まで幅広い年齢層に対して提供している企業です。主な事業としては、企業内人材育成事業、学校教育事業の二本柱です。特にこの数年はグローバル人材育成をテーマにした教育プログラムのニーズが高まってきており、顧客社員を海外に派遣する研修など海外をフィールドとした研修プログラムが非常に伸びています。","同社の創業者は伊藤忠商事出身の船橋氏。学校教育に疑問を感じ、元々ボランティアで設計したトレーディングゲームを改良し、経済産業省と一緒に学校教育の中で展開をし始めたのが始まりです。自己発見や「気づき」を促す体感型プログラムや、アセスメントを効果的に活用したプログラムを中心に、新人・若手・中堅・管理職など様々な階層にサービスを提供し、更には企業だけでなく、小学校～大学にも提供しています。<BR>顧客層としては日本を代表する大手企業の人事・教育部門がクライアントになります。同社のリピート率は非常に高い数字を誇っており、中堅～大手企業まで様々な企業から支持を得ていることが表れています。プログラム数が多いからこそ、顧客の課題を捉えニーズに合わせた企画・提案を行うことができるのも同社の強みの一つです。<BR>社風は自由闊達。教育に対して熱い想いを持っている社員が集まっている会社です。<BR>","2000","7","1000","43","東京都","渋谷区恵比寿1-3-1　朝日生命恵比寿ビル9階","営業組織は部長以下13名のメンバーのチームとなり、そのマネジメントもお任せする想定になります。同社の中核事業となります。近年、案件も単発ではなくクライアントの人材開発計画全体の総合提案などが増えており、組織としてより提案力を上げていくことが求められるフェーズとなっています。","工藤","2015/06/10 15:40:24","法人営業マネジャー（部長候補）/教育・研修系企業","営業部長","教育","研修","営業マネージャー","人材開発"
