求人ID,Newフラグ,トピックスフラグ,テーマ,外資フラグ,ベンチャーフラグ,上場フラグ,リンク（面接官）,リンク（トピックス）,職種大分類コード1,職種中分類コード1,職種大分類名1,職種中分類名1,職種大分類コード2,職種中分類コード2,職種大分類名2,職種中分類名2,職種大分類コード3,職種中分類コード3,職種大分類名3,職種中分類名3,会社名（トピックス用）,職種名,職務内容,求めるスキル（必須条件）,求めるスキル（望ましい条件）,英語レベル,TOEIC,求める人物像,活かせる経験,都道府県1,市区町村1,都道府県2,市区町村2,学歴,年齢下限,年齢上限,年収下限,年収上限,募集背景,企業ID,業種カテゴリ,会社情報（紹介文）,会社情報（その他捕捉）,会社情報（設立）年,会社情報（設立）月,会社情報（資本金）万円,会社情報（従業員数）,企業県名,企業市区町村,ｺﾝｻﾙから一言,担当者,掲載日
1021528,1,1,ハイクラス/外資系/ベンチャー,1,1,,,,9,1,ITコンサルタント,システムコンサルタント,9,5,ITコンサルタント,その他,,,,,ServiceNowJapan株式会社,Technical Consultant,ITサービス、運用・管理領域で注目される同社のサービス導入のテクニカルコンサルタントをお任せします。日本での事例を確実に作るために着実でスムーズなサービスインがミッションとなります。具体的にはクライアンとなる大手企業のシステム部門と、開発リソースとなるAPACと連動しながら同社サービスのスペシャリストとして案件に関わります。プロジェクト規模は3か月程度、メンバー5名前後となります。,インフラ、クラウドサービス領域でのサービス導入経験。ビジネス英語。,ITIL、SaaSサービスのインプリ経験尚可。,ビジネスレベル,,プロアクティブ,オフショア開発のPM経験、ベンダーでのコンサル経験。,東京都,千代田区,,,大卒以上,27,35,600,1000,業務拡大に伴う増員,1005089,コンピュータ（ソフト）,2004年に米国した創業し、情報システム部門・サービスデスク向け業務アプリケーションをクラウドで提供。現在では情報システム部門が関わる業務のほぼ全てを管理することが出来るアプリケーションを提供する。2013のBestSaasProductで受賞するなど勢いのあるベンダー。,,2013,9,,6,東京都,千代田区大手町1-5-1　大手町ファーストスクエアイーストタワー4F,注目されるクラウドサービスベンダーのポジションです,越山,2014/3/10 8:03
1021526,1,1,ハイクラス/外資系/ベンチャー,1,1,,,,10,1,ITエンジニア,プロジェクトマネージャー・リーダー,9,5,ITコンサルタント,その他,,,,,ServiceNowJapan株式会社,Engagement Manager,ITサービス、運用・管理領域で注目される同社のサービス導入のプロジェクトマネジメントをお任せします。日本での事例を確実に作るために着実でスムーズなサービスインがミッションとなります。具体的にはクライアンとなる大手企業のシステム部門と、開発リソースとなるAPACと連動しながらプロジェクトリード、各種意思決定を期待します。特にリソースマネジメントについては、必要に応じてAPAC以外のリージョンやベンダー等のメンバーマネジメントが必要になります。プロジェクト規模は3か月程度、メンバー5名前後となり、3～5プロジェクトを兼務いただきます。,プロジェクトマネジメント、リード経験5年以上。ビジネス英語。,オフショア開発のPM経験尚可。WebService、Japascriptの知識・経験尚可。ITIL、SaaSサービスのインプリ経験尚可。PMP保有者尚可。,ビジネスレベル,,プロアクティブ,オフショア開発のPM経験、ベンダーでのコンサル経験。,東京都,千代田区,,,大卒以上,27,35,600,1000,業務拡大に伴う増員,1005089,コンピュータ（ソフト）,2004年に米国した創業し、情報システム部門・サービスデスク向け業務アプリケーションをクラウドで提供。現在では情報システム部門が関わる業務のほぼ全てを管理することが出来るアプリケーションを提供する。2013のBestSaasProductで受賞するなど勢いのあるベンダー。,,2013,9,,6,東京都,千代田区大手町1-5-1　大手町ファーストスクエアイーストタワー4F,語学力を活かしてプロジェクトリードできる方歓迎です。,越山,2014/3/10 8:03
1020891,1,1,ハイクラス/外資系/ベンチャー,1,1,,,,8,4,営業,企画営業,8,2,営業,IT系営業,,,,,ServiceNowJapan株式会社,Sales,ITサービス、運用・管理領域で注目される同社のセールスとしてご活躍いただきます。高い製品力を武器にいかに日本市場に同社のサービスを展開していくか、プロアクティブな活躍を期待します。具体的には直販エンタープライズアカウントに対するソリューション提案、RFP回答・提案書作成、パートナースキーム構築等、日本法人は立ち上げ直後ですので、得意分野に併せて幅広くお任せすることになります。日本市場で新ソリューションを展開していくことにモチベーションがある方お待ちしております。,ソフトウェアベンダーでの直販営業経験。（新規開拓考えい）,【尚可】パートナースキーム構築経験,ベーシックレベル,,ビジネスマインド高く、ソリューション提案できる方。,ベンダーでのITIL関連製品の実務経験,東京都,千代田区,,,大卒以上,28,45,600,1200,日本市場参入に伴う増員募集,1005089,コンピュータ（ソフト）,2004年に米国した創業し、情報システム部門・サービスデスク向け業務アプリケーションをクラウドで提供。現在では情報システム部門が関わる業務のほぼ全てを管理することが出来るアプリケーションを提供する。2013のBestSaasProductで受賞するなど勢いのあるベンダー。,,2013,9,,6,東京都,千代田区大手町1-5-1　大手町ファーストスクエアイーストタワー4F,ITSM業界で注目される同社がついに日本法人設立。,越山,2014/3/10 8:03
